"SP","CHROM","START","END"
"Hgutt","17",10227662,10239841
"Hgutt","43",8052705,8065945
"Hgutt","2",3697843,3724562
"Hgutt","59",6721247,6749098
"Hgutt","47",35842,48589
"Hgutt","14",8787002,8798411
"Hgutt","15",4108518,4116292
"Hgutt","76",12058414,12079136
"Hgutt","2",8865619,8879942
"Hgutt","17",13518564,13557236
"Hgutt","3",13154778,13163734
"Hgutt","17",12015347,12051482
"Hgutt","7",5696477,5705849
"Hgutt","4",124195,139491
"Hgutt","17",16767215,16784377
"Hgutt","76",7104018,7119733
"Hgutt","7",15811185,15824345
"Hgutt","3",6193445,6218512
"Hgutt","10",8127154,8137929
"Hgutt","9",12456640,12466364
"Hgutt","11",6110816,6169611
"Hgutt","47",1782035,1791992
"Hgutt","3",12317563,12327164
"Hgutt","47",5821293,5832801
"Hgutt","3",13323169,13337130
"Hgutt","76",5731525,5741009
"Hgutt","15",10989488,11010746
"Hgutt","7",4293428,4336284
"Hgutt","40",9025057,9058129
"Hgutt","12",15775513,15793360
"Hgutt","7",20416603,20433849
"Hgutt","1",16112015,16116013
"Hgutt","17",4491276,4513301
"Hgutt","43",1542724,1553970
"Hgutt","61",1293173,1303971
"Hgutt","10",14357668,14398827
"Hgutt","2",597950,615863
"Hgutt","2",1581327,1595292
"Hgutt","3",9297420,9322501
"Hgutt","14",9052978,9065248
"Hgutt","59",8862702,8875122
"Hgutt","11",1085223,1106824
"Hgutt","44",121420,172494
"Hgutt","76",5369720,5380687
"Hgutt","40",4680539,4689361
"Hgutt","2",12835311,12854434
"Hgutt","16",9706635,9712878
"Hgutt","0",285968,303719
"Hgutt","17",7476250,7489887
"Hgutt","47",6366784,6375160
"Hgutt","16",6947762,6987532
"Hgutt","3",22154529,22166131
"Hgutt","10",5179356,5191097
"Hgutt","43",1863745,1885723
"Hgutt","2",6414776,6424990
"Hgutt","38",3484924,3502386
"Hgutt","6",18077508,18113943
"Hgutt","16",10896052,10903935
"Hgutt","45",366164,381017
"Hgutt","0",16296678,16310472
"Hgutt","7",12592019,12604527
"Hgutt","17",14602872,14613018
"Hgutt","8",11235479,11270235
"Hgutt","8",1816938,1886215
"Hgutt","6",15664400,15679011
"Hgutt","47",6749624,6760973
"Hgutt","61",2652505,2659159
"Hgutt","61",1931719,1942352
"Hgutt","76",832013,863591
"Hgutt","78",387554,432189
"Hgutt","5",3491356,3514371
"Hgutt","7",25562777,25602163
"Hgutt","2",6265625,6287465
"Hgutt","17",10261418,10280347
"Hgutt","16",10400151,10410059
"Hgutt","40",1306282,1315474
"Hgutt","43",151271,158539
"Hgutt","4",1503159,1511028
"Hgutt","6",7793526,7832290
"Hgutt","1",6743328,6760560
"Hgutt","10",716830,740088
"Hgutt","43",8701806,8710217
"Hgutt","8",7892288,7904952
"Hgutt","17",11063501,11078827
"Hgutt","16",6441670,6453671
"Hgutt","38",7869360,7878543
"Hgutt","6",9966722,9978782
"Hgutt","6",7068424,7082062
"Hgutt","3",10115895,10153364
"Hgutt","4",5986235,5996046
"Hgutt","13",2050528,2098738
"Hgutt","41",2905001,2921933
"Hgutt","17",13011386,13023985
"Hgutt","12",7640101,7649969
"Hgutt","7",10656630,10667150
"Hgutt","40",4309937,4377250
"Hgutt","5",8041995,8059349
"Hgutt","47",2590358,2596556
"Hgutt","2",15590022,15609928
"Hgutt","7",5332681,5341322
"Hgutt","16",17743194,17752148
"Hgutt","4",18884001,18935605
"Hgutt","10",14830083,14855240
"Hgutt","7",25800910,25805208
"Hgutt","8",10239315,10247118
"Hgutt","2",17920874,17935080
"Hgutt","6",17500202,17509175
"Hgutt","4",4800525,4816183
"Hgutt","12",2711981,2736304
"Hgutt","3",8698627,8734088
"Hgutt","2",6554721,6602998
"Hgutt","8",11086618,11113932
"Hgutt","76",3197711,3207551
"Hgutt","16",11852682,11864400
"Hgutt","40",5431107,5438578
"Hgutt","38",4143446,4151614
"Hgutt","4",14733167,14749775
"Hgutt","0",2811735,2824180
"Hgutt","17",2625856,2643420
"Hgutt","12",580367,588911
"Hgutt","61",6507010,6514853
"Hgutt","10",14707098,14738182
"Hgutt","76",2334963,2342390
"Hgutt","76",6808223,6817577
"Hgutt","7",3991956,4002600
"Hgutt","1",17600080,17609967
"Hgutt","2",17057259,17084822
"Hgutt","7",473992,556163
"Hgutt","39",1797268,1816631
"Hgutt","7",21506216,21512356
"Hgutt","47",4986349,4992779
"Hgutt","38",12509299,12538895
"Hgutt","17",4516761,4530697
"Hgutt","40",844093,875021
"Hgutt","0",24091993,24110362
"Hgutt","10",6244266,6250972
"Hgutt","6",6258518,6268021
"Hgutt","9",14823860,14833754
"Hgutt","47",11405435,11420025
"Hgutt","47",8208130,8219326
"Hgutt","2",21007097,21057718
"Hgutt","12",13244077,13281114
"Hgutt","7",25840960,25849306
"Hgutt","7",664351,681868
"Hgutt","6",1872796,1890556
"Hgutt","1",18991865,19068798
"Hgutt","9",8985384,8992103
"Hgutt","9",6324953,6340487
"Hgutt","42",755337,771095
"Hgutt","61",1988825,1994727
"Hgutt","14",9477479,9499951
"Hgutt","9",13398951,13408221
"Hgutt","3",8790149,8807484
"Hgutt","0",11800190,11806018
"Hgutt","59",4130349,4139250
"Hgutt","9",2485749,2499225
"Hgutt","0",17881326,17891852
"Hgutt","59",7372089,7421132
"Hgutt","76",4586361,4596039
"Hgutt","0",7074985,7087602
"Hgutt","38",4086801,4094264
"Hgutt","17",16547065,16556037
"Hgutt","43",6789123,6803467
"Hgutt","40",1502956,1518123
"Hgutt","2",8493996,8505429
"Hgutt","17",10281044,10292031
"Hgutt","8",11681760,11689607
"Hgutt","0",4020191,4049639
"Hgutt","6",14424685,14447306
"Hgutt","5",6407950,6423211
"Hgutt","4",7299948,7318413
"Hgutt","47",392539,396821
"Hgutt","12",430111,436100
"Hgutt","6",802838,810766
"Hgutt","4",16264189,16280720
"Hgutt","2",389611,396260
"Hgutt","12",2833901,2847988
"Hgutt","59",5749918,5759356
"Hgutt","5",4306095,4319485
"Hgutt","11",436864,449235
"Hgutt","8",8786484,8802115
"Hgutt","76",1865964,1876038
"Hgutt","6",6091340,6104509
"Hgutt","0",9637153,9642677
"Hgutt","12",2698179,2707439
"Hgutt","14",5487541,5492018
"Hgutt","6",15560139,15634817
"Hgutt","16",9597082,9639763
"Hgutt","2",17702133,17706139
"Hgutt","47",11957300,11960341
"Hgutt","6",3651165,3659911
"Hgutt","16",16077586,16089799
"Hgutt","3",1212035,1232846
"Hgutt","47",13833867,13864655
"Hgutt","48",1330807,1336230
"Hgutt","4",3827786,3835201
"Hgutt","3",14129690,14139278
"Hgutt","15",10637260,10644493
"Hgutt","10",9212707,9221008
"Hgutt","0",15064807,15077947
"Hgutt","0",19956142,19967061
"Hgutt","47",1125848,1129705
"Hgutt","15",5560493,5570091
"Hgutt","5",2727588,2737218
"Hgutt","9",17013629,17023503
"Hgutt","6",13642024,13651378
"Hgutt","1",12676019,12681025
"Hgutt","0",3831027,3834032
"Hgutt","4",3363430,3371288
"Hgutt","38",8937929,8946862
"Hgutt","12",14411736,14437811
"Hgutt","0",8893497,9023859
"Hgutt","43",1504689,1514485
"Hgutt","6",86101,101990
"Hgutt","2",2919492,2930549
"Hgutt","0",10565647,10583829
"Hgutt","6",5541697,5558456
"Hgutt","5",3120071,3233137
"Hgutt","47",1219621,1226024
"Hgutt","10",7289080,7300003
"Hgutt","76",4765518,4782765
"Hgutt","16",9236738,9282378
"Hgutt","6",19975152,19982759
"Hgutt","3",19024287,19033178
"Hgutt","1",14661349,14669447
"Hgutt","16",11916463,11928091
"Hgutt","43",10330823,10365897
"Hgutt","59",8329081,8347655
"Hgutt","2",16762114,16771067
"Hgutt","6",4639443,4738519
"Hgutt","7",9034213,9049584
"Hgutt","14",4556736,4561536
"Hgutt","7",4087507,4096891
"Hgutt","14",5427581,5431318
"Hgutt","2",36711,49843
"Hgutt","9",17846078,17854981
"Hgutt","0",13785494,13788288
"Hgutt","0",3779434,3783574
"Hgutt","2",9336159,9345054
"Hgutt","0",18566768,18580860
"Hgutt","13",6523682,6539361
"Hgutt","10",7795847,7809829
"Hgutt","2",18449196,18475700
"Hgutt","0",18597869,18607270
"Hgutt","14",673821,687536
"Hgutt","17",14847628,14856880
"Hgutt","3",8998895,9012618
"Hgutt","0",10631780,10646557
"Hgutt","40",8254201,8261587
"Hgutt","2",20835736,20854285
"Hgutt","79",19525,54121
"Hgutt","17",3360673,3374523
"Hgutt","7",15843594,15911799
"Hgutt","41",254320,263566
"Hgutt","15",5763440,5773338
"Hgutt","3",18140198,18157643
"Hgutt","2",9028153,9033132
"Hgutt","4",18185309,18199556
"Hgutt","10",15470882,15500295
"Hgutt","3",7572163,7589374
"Hgutt","12",3023521,3032270
"Hgutt","12",10830648,10839538
"Hgutt","7",21250109,21291053
"Hgutt","7",6296225,6301731
"Hgutt","15",189732,202585
"Hgutt","4",3663282,3673306
"Hgutt","38",2820260,2829990
"Hgutt","61",3922441,3970212
"Hgutt","3",22172380,22203430
"Hgutt","43",5526992,5533489
"Hgutt","61",6983030,6997261
"Hgutt","6",22455552,22494548
"Hgutt","7",26662253,26676295
"Hgutt","0",5969058,5982188
"Hgutt","61",2493517,2499651
"Hgutt","7",18357048,18368200
"Hgutt","38",14476781,14496248
"Hgutt","9",5629201,5635847
"Hgutt","16",11198479,11206453
"Hgutt","15",2421224,2425742
"Hgutt","38",11838632,11847040
"Hgutt","76",7094748,7099749
"Hgutt","9",13346906,13352744
"Hgutt","76",7781007,7791483
"Hgutt","76",1346963,1352051
"Hgutt","0",15043001,15058891
"Hgutt","2",8922724,8927881
"Hgutt","3",1802416,1820383
"Hgutt","10",7229580,7242310
"Hgutt","7",25383252,25385811
"Hgutt","47",5456565,5469394
"Hgutt","17",449364,460040
"Hgutt","38",9690542,9704877
"Hgutt","10",9236919,9247149
"Hgutt","12",5540349,5566996
"Hgutt","7",19329574,19352569
"Hgutt","1",16518405,16531101
"Hgutt","12",9597515,9605395
"Hgutt","7",25451186,25464576
"Hgutt","6",8835737,8844652
"Hgutt","59",5760673,5766525
"Hgutt","47",7689614,7704291
"Hgutt","15",12359537,12367884
"Hgutt","4",6347272,6357259
"Hgutt","7",26048890,26059974
"Hgutt","43",851760,856811
"Hgutt","17",12837605,12858974
"Hgutt","0",14092084,14100809
"Hgutt","2",6042675,6053506
"Hgutt","2",4103992,4119717
"Hgutt","1",11258730,11268248
"Hgutt","47",1966476,1988874
"Hgutt","7",1713641,1721602
"Hgutt","43",9580727,9583883
"Hgutt","0",12731070,12737741
"Hgutt","61",3445458,3526983
"Hgutt","11",749475,757402
"Hgutt","3",23758937,23764948
"Hgutt","76",4861115,4887344
"Hgutt","61",2002618,2007379
"Hgutt","7",4202213,4208802
"Hgutt","10",6232595,6242855
"Hgutt","7",12532414,12556757
"Hgutt","7",22536623,22545190
"Hgutt","1",16337072,16344840
"Hgutt","14",3959998,3967464
"Hgutt","16",18057951,18076625
"Hgutt","16",6463282,6473852
"Hgutt","10",288201,295666
"Hgutt","59",3844043,3852690
"Hgutt","6",14188086,14193901
"Hgutt","7",25175200,25181427
"Hgutt","47",10824887,10838348
"Hgutt","7",26513902,26530034
"Hgutt","1",19404030,19597265
"Hgutt","6",6250306,6254771
"Hgutt","10",1845484,1855505
"Hgutt","6",749269,769727
"Hgutt","76",12306114,12328826
"Hgutt","76",12437992,12480984
"Hgutt","2",9155551,9171154
"Hgutt","4",12790350,12813520
"Hgutt","43",6451653,6455400
"Hgutt","40",6639712,6643831
"Hgutt","6",18118345,18141839
"Hgutt","48",1316284,1324321
"Hgutt","1",4743322,4762319
"Hgutt","43",7538319,7542559
"Hgutt","6",6717403,6731094
"Hgutt","6",8705515,8735130
"Hgutt","3",22290300,22296732
"Hgutt","47",5532831,5540514
"Hgutt","7",26301439,26309640
"Hgutt","17",9182010,9190361
"Hgutt","17",14091063,14099528
"Hgutt","2",17729792,17742045
"Hgutt","8",12556187,12562495
"Hgutt","43",8730133,8737174
"Hgutt","38",7987388,7992220
"Hgutt","0",5429360,5480049
"Hgutt","12",9763756,9774478
"Hgutt","40",9746852,9753677
"Hgutt","7",26635848,26639157
"Hgutt","6",6468014,6475269
"Hgutt","14",5824817,5835308
"Hgutt","0",13646374,13655586
"Hgutt","13",6543391,6559653
"Hgutt","0",22111932,22120345
"Hgutt","76",6929280,6937387
"Hgutt","14",9130242,9138657
"Hgutt","61",4478807,4482652
"Hgutt","9",7059629,7085616
"Hgutt","61",3864497,3869289
"Hgutt","14",9025063,9051825
"Hgutt","8",6054333,6073102
"Hgutt","12",1771779,1780668
"Hgutt","12",4695355,4700323
"Hgutt","40",1749349,1763037
"Hgutt","38",13035854,13154896
"Hgutt","43",432831,436050
"Hgutt","38",7837163,7844509
"Hgutt","9",6896813,6923399
"Hgutt","59",3056869,3065101
"Hgutt","38",7797781,7800129
"Hgutt","43",9952640,9961702
"Hgutt","8",6768604,6781183
"Hgutt","10",9128569,9144476
"Hgutt","10",8873954,8922717
"Hgutt","7",25165139,25173521
"Hgutt","59",5025411,5035161
"Hgutt","41",147245,162668
"Hgutt","17",3486266,3488479
"Hgutt","9",6282704,6321875
"Hgutt","40",3536285,3543349
"Hgutt","16",11223827,11228418
"Hgutt","9",5717362,5735835
"Hgutt","16",11350486,11375811
"Hgutt","10",9015407,9025564
"Hgutt","10",2049530,2054417
"Hgutt","10",12782906,12812846
"Hgutt","7",21961958,21971543
"Hgutt","10",81773,94561
"Hgutt","4",2824860,2852311
"Hgutt","61",5740708,5747286
"Hgutt","43",7321527,7327180
"Hgutt","76",527002,535077
"Hgutt","61",3129684,3135567
"Hgutt","1",19128326,19142064
"Hgutt","9",15532249,15563204
"Hgutt","7",21440998,21445540
"Hgutt","40",776548,788670
"Hgutt","77",47378,63021
"Hgutt","0",14119751,14125097
"Hgutt","2",8846714,8855305
"Hgutt","16",1142423,1156055
"Hgutt","3",6220809,6233416
"Hgutt","40",6663249,6667378
"Hgutt","15",4021632,4029421
"Hgutt","76",4136456,4141004
"Hgutt","40",9974715,9988873
"Hgutt","43",7034246,7039022
"Hgutt","4",12050534,12068121
"Hgutt","47",9876785,9882314
"Hgutt","0",13713050,13721264
"Hgutt","16",6512408,6519492
"Hgutt","1",14159236,14164568
"Hgutt","6",13867610,13885175
"Hgutt","1",8500726,8512310
"Hgutt","0",4011198,4016399
"Hgutt","9",7002692,7010261
"Hgutt","3",22134105,22141477
"Hgutt","4",13582159,13594872
"Hgutt","4",15080675,15090818
"Hgutt","9",4658459,4664560
"Hgutt","47",623602,627554
"Hgutt","2",7373672,7385049
"Hgutt","3",2870256,2890721
"Hgutt","14",4537883,4544591
"Hgutt","78",249943,259328
"Hgutt","2",532141,537244
"Hgutt","6",8102659,8111963
"Hgutt","15",1976341,1984956
"Hgutt","40",1982159,1989980
"Hgutt","16",20248996,20256704
"Hgutt","7",16615927,16631054
"Hgutt","7",15057205,15064660
"Hgutt","8",7776360,7792998
"Hgutt","1",7102325,7120062
"Hgutt","9",9355737,9364008
"Hgutt","9",10677620,10701222
"Hgutt","12",9521181,9528353
"Hgutt","43",5827792,5832633
"Hgutt","14",9706566,9713663
"Hgutt","0",18550193,18558797
"Hgutt","10",11796003,11814499
"Hgutt","38",11583570,11599335
"Hgutt","17",9617025,9623704
"Hgutt","17",9110237,9133950
"Hgutt","3",14064648,14079016
"Hgutt","12",3880298,3885878
"Hgutt","9",5738631,5763915
"Hgutt","17",10409770,10416512
"Hgutt","0",7190486,7197467
"Hgutt","4",13736622,13745179
"Hgutt","2",12720011,12750898
"Hgutt","76",352711,359225
"Hgutt","38",9866950,9873816
"Hgutt","15",13294569,13374510
"Hgutt","6",4830526,4843930
"Hgutt","2",8444240,8449659
"Hgutt","47",14604541,14641239
"Hgutt","61",1705949,1721521
"Hgutt","1",13941173,13949437
"Hgutt","5",5963409,6134204
"Hgutt","17",8836556,8854213
"Hgutt","14",1500141,1508694
"Hgutt","40",3546380,3552683
"Hgutt","0",5304573,5311943
"Hgutt","4",20053996,20061145
"Hgutt","7",20617225,20624556
"Hgutt","14",4178458,4190717
"Hgutt","14",8681983,8707972
"Hgutt","14",5197872,5203082
"Hgutt","12",1496584,1506259
"Hgutt","16",7229407,7239066
"Hgutt","6",11564738,11570942
"Hgutt","15",4041384,4054308
"Hgutt","38",3916819,3922693
"Hgutt","8",10249449,10260006
"Hgutt","1",5798720,5809934
"Hgutt","13",6264033,6272333
"Hgutt","2",18772727,18801986
"Hgutt","44",531219,564788
"Hgutt","10",6076507,6203874
"Hgutt","38",3560049,3565497
"Hgutt","14",5526705,5533720
"Hgutt","59",6219688,6227534
"Hgutt","13",736049,743902
"Hgutt","6",6417909,6423938
"Hgutt","6",6362896,6372598
"Hgutt","61",2619650,2623181
"Hgutt","17",7220229,7252508
"Hgutt","2",521944,530734
"Hgutt","43",6519975,6524215
"Hgutt","14",5186152,5188937
"Hgutt","8",10231597,10237968
"Hgutt","39",5159926,5169021
"Hgutt","43",5512296,5520164
"Hgutt","9",13356020,13362801
"Hgutt","12",8086908,8092047
"Hgutt","8",9927550,9948118
"Hgutt","12",4192095,4201555
"Hgutt","7",23230497,23234224
"Hgutt","40",6344146,6347143
"Hgutt","43",5875150,5877996
"Hgutt","10",10996289,11011234
"Hgutt","17",1550942,1568778
"Hgutt","0",20838105,20844580
"Hgutt","17",12230479,12242278
"Hgutt","40",9195606,9199995
"Hgutt","17",10011082,10018640
"Hgutt","0",2685402,2698674
"Hgutt","43",640252,644754
"Hgutt","47",4004660,4009434
"Hgutt","3",6971759,6976015
"Hgutt","12",13882866,13894888
"Hgutt","17",17077081,17086100
"Hgutt","52",78667,89459
"Hgutt","2",3658938,3665093
"Hgutt","43",5933646,5937840
"Hgutt","38",1544527,1547890
"Hgutt","16",7640066,7642300
"Hgutt","17",9597609,9612401
"Hgutt","15",12161640,12170768
"Hgutt","13",27578,45641
"Hgutt","12",1564282,1575267
"Hgutt","3",2636457,2658194
"Hgutt","10",12958458,12983489
"Hgutt","3",12287675,12299456
"Hgutt","61",4639245,4643681
"Hgutt","2",19786980,19796332
"Hgutt","47",10844697,10851185
"Hgutt","13",3764131,3773601
"Hgutt","0",11136999,11147680
"Hgutt","1",15252013,15268512
"Hgutt","3",20485016,20503284
"Hgutt","39",5063618,5072015
"Hgutt","61",7083832,7089006
"Hgutt","12",421392,426649
"Hgutt","1",6917785,6954148
"Hgutt","10",3186521,3189370
"Hgutt","0",2756353,2761522
"Hgutt","59",7741029,7747585
"Hgutt","59",4550289,4555504
"Hgutt","4",5641765,5647160
"Hgutt","1",10184225,10192569
"Hgutt","4",1704716,1710776
"Hgutt","1",17713451,17738340
"Hgutt","10",1347178,1353413
"Hgutt","4",6360793,6365433
"Hgutt","5",1381564,1392458
"Hgutt","2",6536726,6540613
"Hgutt","0",15590468,15595537
"Hgutt","16",6604180,6609550
"Hgutt","6",19619070,19626968
"Hgutt","62",41014,46829
"Hgutt","12",14825159,14838010
"Hgutt","2",7512663,7514774
"Hgutt","17",14035735,14037864
"Hgutt","17",13667191,13700904
"Hgutt","10",422775,430345
"Hgutt","43",1357725,1361704
"Hgutt","10",10746331,10756840
"Hgutt","4",6183410,6192110
"Hgutt","10",5250097,5257925
"Hgutt","76",2713260,2715299
"Hgutt","78",320616,324312
"Hgutt","40",8961575,8977921
"Hgutt","0",11599018,11606077
"Hgutt","76",4947855,4951838
"Hgutt","7",8619022,8622799
"Hgutt","9",17595220,17601543
"Hgutt","78",463816,469197
"Hgutt","0",17466014,17475548
"Hgutt","15",1746456,1752614
"Hgutt","8",10049708,10067951
"Hgutt","17",8737553,8747864
"Hgutt","14",2033933,2039127
"Hgutt","78",379045,384743
"Hgutt","16",11291112,11299169
"Hgutt","6",1847534,1868616
"Hgutt","11",1108614,1114746
"Hgutt","7",15492411,15501839
"Hgutt","59",2443077,2497327
"Hgutt","47",6761757,6773405
"Hgutt","4",1517995,1521277
"Hgutt","9",3037957,3044841
"Hgutt","14",4751542,4782722
"Hgutt","40",6670785,6677701
"Hgutt","15",6495593,6506072
"Hgutt","9",16996625,17009694
"Hgutt","17",2924928,2934072
"Hgutt","7",4510365,4516270
"Hgutt","14",4923679,4928328
"Hgutt","40",6861583,6951693
"Hgutt","9",15460920,15467197
"Hgutt","6",12774656,12795396
"Hgutt","61",410781,417420
"Hgutt","16",9758342,9768080
"Hgutt","3",825279,832804
"Hgutt","61",6671003,6688918
"Hgutt","15",6510682,6524223
"Hgutt","9",3803718,3836597
"Hgutt","12",10026480,10028888
"Hgutt","14",7931915,7934964
"Hgutt","1",9520315,9526429
"Hgutt","3",10214622,10218281
"Hgutt","15",8162840,8167037
"Hgutt","6",11783989,11820400
"Hgutt","59",3349184,3357106
"Hgutt","9",11713483,11716759
"Hgutt","43",9079857,9082615
"Hgutt","0",2006019,2016747
"Hgutt","7",16207025,16217732
"Hgutt","1",14319061,14323220
"Hgutt","38",7266088,7273334
"Hgutt","43",9686417,9688351
"Hgutt","38",1067005,1072861
"Hgutt","74",62806,65523
"Hgutt","7",10274242,10281646
"Hgutt","6",21229779,21252731
"Hgutt","38",11808850,11829620
"Hgutt","6",1106273,1111888
"Hgutt","17",9548783,9568868
"Hgutt","10",8544816,8551778
"Hgutt","40",9727574,9732063
"Hgutt","6",6383745,6389117
"Hgutt","8",10087540,10091365
"Hgutt","4",6005660,6013544
"Hgutt","76",811450,817677
"Hgutt","4",9090757,9113182
"Hgutt","59",4934861,4940618
"Hgutt","16",9582885,9587115
"Hgutt","6",12603689,12611624
"Hgutt","13",2952396,2959592
"Hgutt","16",15241290,15275168
"Hgutt","8",6930570,6936009
"Hgutt","16",20216047,20222611
"Hgutt","0",3018170,3026059
"Hgutt","59",9176952,9184908
"Hgutt","1",4212882,4219069
"Hgutt","3",13311222,13321250
"Hgutt","6",7837207,7845388
"Hgutt","7",15502707,15507994
"Hgutt","17",7528375,7543327
"Hgutt","3",1072513,1080794
"Hgutt","38",10729663,10736233
"Hgutt","38",11054853,11060821
"Hgutt","66",547587,551938
"Hgutt","43",7489855,7493686
"Hgutt","7",8400048,8409850
"Hgutt","9",14773325,14778266
"Hgutt","38",12845972,12851297
"Hgutt","15",8153291,8157345
"Hgutt","6",21525748,21566249
"Hgutt","9",11139808,11165292
"Hgutt","43",6456304,6460557
"Hgutt","4",3096940,3143115
"Hgutt","76",883005,886330
"Hgutt","10",26716,29201
"Hgutt","6",1950693,1956120
"Hgutt","40",2740594,2746222
"Hgutt","47",2607356,2609188
"Hgutt","1",10019709,10030521
"Hgutt","0",23780551,23789803
"Hgutt","7",18812876,18818613
"Hgutt","14",1888545,1896682
"Hgutt","12",9322682,9327839
"Hgutt","8",708544,751700
"Hgutt","10",74639,79381
"Hgutt","16",15559684,15567831
"Hgutt","10",9743454,9749848
"Hgutt","9",191009,213368
"Hgutt","40",1322319,1337206
"Hgutt","6",8355542,8361649
"Hgutt","16",6474684,6481218
"Hgutt","2",15353517,15357883
"Hgutt","0",3560421,3565768
"Hgutt","10",9055876,9069286
"Hgutt","5",3842459,3847604
"Hgutt","12",6971107,6982392
"Hgutt","15",9717707,9725777
"Hgutt","0",18522788,18535527
"Hgutt","47",1958495,1963229
"Hgutt","38",12411769,12436448
"Hgutt","9",7016087,7025021
"Hgutt","13",7805964,7823323
"Hgutt","12",14151881,14158771
"Hgutt","10",2341184,2347925
"Hgutt","47",4180159,4191214
"Hgutt","0",9495288,9504023
"Hgutt","79",55493,67645
"Hgutt","3",14728512,14745290
"Hgutt","76",887853,892217
"Hgutt","7",26185538,26213120
"Hgutt","12",8810980,8815843
"Hgutt","8",9220946,9223414
"Hgutt","61",1488241,1491143
"Hgutt","7",292702,300170
"Hgutt","0",5537235,5544510
"Hgutt","66",659814,662704
"Hgutt","16",10976820,10980468
"Hgutt","14",3953885,3958718
"Hgutt","40",4467278,4472104
"Hgutt","8",4456001,4468503
"Hgutt","15",10203752,10213891
"Hgutt","66",923203,929410
"Hgutt","9",15991083,16010629
"Hgutt","43",8739057,8742256
"Hgutt","7",26745442,26763953
"Hgutt","4",3434611,3441167
"Hgutt","14",2996677,3004738
"Hgutt","6",4845632,4852375
"Hgutt","10",13838264,13854856
"Hgutt","47",5451949,5455424
"Hgutt","15",9831996,9840204
"Hgutt","0",6653858,6660899
"Hgutt","4",1412819,1418499
"Hgutt","43",5583584,5593400
"Hgutt","8",7635258,7645471
"Hgutt","4",20434699,20452201
"Hgutt","17",14139370,14145901
"Hgutt","7",22693806,22696200
"Hgutt","43",1284937,1289187
"Hgutt","2",338480,342126
"Hgutt","47",12035597,12090003
"Hgutt","2",21916903,21938623
"Hgutt","5",3456646,3489823
"Hgutt","17",17095171,17101389
"Hgutt","16",5940675,5957090
"Hgutt","76",7449301,7455843
"Hgutt","76",4786536,4794979
"Hgutt","4",10701939,10703865
"Hgutt","14",8632826,8645425
"Hgutt","7",25920674,25927740
"Hgutt","7",16583266,16591926
"Hgutt","10",6495065,6498497
"Hgutt","45",801603,811476
"Hgutt","9",7029270,7038382
"Hgutt","76",9079484,9094315
"Hgutt","76",5390434,5412576
"Hgutt","8",6280645,6292189
"Hgutt","76",12031260,12046406
"Hgutt","66",1203113,1209854
"Hgutt","4",4548117,4627451
"Hgutt","6",5802339,5808150
"Hgutt","15",10691914,10716539
"Hgutt","0",13086577,13090153
"Hgutt","9",3927200,3950900
"Hgutt","13",5004889,5007102
"Hgutt","17",6623354,6627929
"Hgutt","10",11758244,11767382
"Hgutt","7",3955099,3958630
"Hgutt","14",8957231,8966468
"Hgutt","66",231058,236217
"Hgutt","3",22209133,22230219
"Hgutt","4",17757910,17762476
"Hgutt","9",11699070,11705434
"Hgutt","9",13264226,13279685
"Hgutt","11",3599211,3610499
"Hgutt","46",220458,235050
"Hgutt","10",7039312,7044694
"Hgutt","4",4190680,4194384
"Hgutt","10",4317975,4322783
"Hgutt","0",2702679,2706018
"Hgutt","0",14918678,14921694
"Hgutt","5",3704938,3717698
"Hgutt","76",997657,1004433
"Hgutt","9",17889317,17896424
"Hgutt","5",2005297,2012721
"Hgutt","17",7151028,7157284
"Hgutt","76",5675113,5682360
"Hgutt","9",17937904,17944406
"Hgutt","3",11716762,11725536
"Hgutt","47",11150692,11155854
"Hgutt","59",8087623,8094491
"Hgutt","8",6005200,6017718
"Hgutt","7",1795314,1821759
"Hgutt","43",9550412,9554559
"Hgutt","61",757044,760231
"Hgutt","15",6394234,6402384
"Hgutt","3",13100286,13108628
"Hgutt","2",1118540,1123912
"Hgutt","2",13036258,13040565
"Hgutt","76",1006782,1010354
"Hgutt","4",12522156,12527240
"Hgutt","12",10460620,10467168
"Hgutt","43",9501973,9510562
"Hgutt","43",3513415,3518224
"Hgutt","17",5422875,5429853
"Hgutt","10",6419777,6423090
"Hgutt","3",13012290,13017928
"Hgutt","59",9443464,9450596
"Hgutt","7",15336590,15347188
"Hgutt","3",22220387,22230228
"Hgutt","16",9410127,9415839
"Hgutt","6",3531045,3547404
"Hgutt","16",12416901,12421171
"Hgutt","14",3793231,3829220
"Hgutt","16",16373757,16375628
"Hgutt","5",8894227,8896023
"Hgutt","9",15567030,15599712
"Hgutt","16",12297780,12305934
"Hgutt","3",13261120,13267104
"Hgutt","7",16070492,16112783
"Hgutt","42",250521,262005
"Hgutt","47",11140392,11146779
"Hgutt","59",4649544,4654070
"Hgutt","8",11547485,11552993
"Hgutt","9",9716659,9720370
"Hgutt","6",6411738,6414955
"Hgutt","47",7706340,7711904
"Hgutt","40",10063468,10092072
"Hgutt","6",14534733,14559125
"Hgutt","2",6504515,6509987
"Hgutt","11",1053577,1055903
"Hgutt","6",10385216,10389829
"Hgutt","1",3319903,3326334
"Hgutt","3",21480259,21489412
"Hgutt","4",16326443,16331687
"Hgutt","6",6242424,6249087
